,password,length,num_chars,num_digits,num_upper,num_lower,num_special,num_vowels,num_syllables,strength,entropy
10036,YrL6HsOQtE,10,,1,6,3,0,,,1,59.54196310386875
10037,bEacD18vBM,10,,2,4,4,0,,,1,59.54196310386875
10038,B3cKND8xb7,10,,3,4,3,0,,,1,59.54196310386875
10039,Bm2JYNIYIK,10,,1,8,1,0,,,1,59.54196310386875
10040,Ei1WIHnHCU,10,,1,7,2,0,,,1,59.54196310386875
10041,qCyQmpHhPa,10,,0,4,6,0,,,1,57.004397181410916
10042,SJKyB9iTH1,10,,2,6,2,0,,,1,59.54196310386875
10043,ulivGh4bNg,10,,1,2,7,0,,,1,59.54196310386875
10044,UJcsb1IXJx,10,,1,5,4,0,,,1,59.54196310386875
10045,NrvRw4dx3t,10,,2,2,6,0,,,1,59.54196310386875
10046,4XGKWjmGDA,10,,1,7,2,0,,,1,59.54196310386875
10047,v1kasPMjrj,10,,1,2,7,0,,,1,59.54196310386875
10048,9Sb6G5xC7i,10,,4,3,3,0,,,1,59.54196310386875
10049,4deOFoeHbt,10,,1,3,6,0,,,1,59.54196310386875
10050,CflEsquKLj,10,,0,4,6,0,,,1,57.004397181410916
10051,djUwBG2BIg,10,,1,5,4,0,,,1,59.54196310386875
10052,ef5l7S7nA9,10,,4,2,4,0,,,1,59.54196310386875
10053,Xohd7h1He3,10,,3,2,5,0,,,1,59.54196310386875
10054,fTkFap9dti,10,,1,2,7,0,,,1,59.54196310386875
10055,O9MWXHva2Q,10,,2,6,2,0,,,1,59.54196310386875
10056,mC0d3YFojP,10,,2,4,4,0,,,1,59.54196310386875
10057,9aHL8NzOoS,10,,2,5,3,0,,,1,59.54196310386875
10058,GIMDtLDxbk,10,,0,6,4,0,,,1,57.004397181410916
10059,T926qDe1E3,10,,5,3,2,0,,,1,59.54196310386875
10060,dvnAIBo2AZ,10,,1,5,4,0,,,1,59.54196310386875
10061,Nw5phUCk1j,10,,2,3,5,0,,,1,59.54196310386875
10062,8yqpLcxac1,10,,2,1,7,0,,,1,59.54196310386875
10063,G01BudZwsQ,10,,2,4,4,0,,,1,59.54196310386875
10064,wh0EFe4mwx,10,,2,2,6,0,,,1,59.54196310386875
10065,XVBRlUoFKJ,10,,0,8,2,0,,,1,57.004397181410916
10066,PMOOAKzjcN,10,,0,7,3,0,,,1,57.004397181410916
10067,v9BSCMRoGN,10,,1,7,2,0,,,1,59.54196310386875
10068,1dv4fM7IYY,10,,3,4,3,0,,,1,59.54196310386875
10069,oauGbInesE,10,,0,3,7,0,,,1,57.004397181410916
10070,sS3gcDED5X,10,,2,5,3,0,,,1,59.54196310386875
10071,zo9cvV82R7,10,,4,2,4,0,,,1,59.54196310386875
10072,L3nHNWAU8Y,10,,2,7,1,0,,,1,59.54196310386875
10073,jUOlcuotCd,10,,0,3,7,0,,,1,57.004397181410916
10074,4ppGA9f97z,10,,4,2,4,0,,,1,59.54196310386875
10075,1O8SlwXlxk,10,,2,3,5,0,,,1,59.54196310386875
10076,7vyol0otMb,10,,2,1,7,0,,,1,59.54196310386875
10077,jaRPCy52pn,10,,2,3,5,0,,,1,59.54196310386875
10078,bQ58xMO9LD,10,,3,5,2,0,,,1,59.54196310386875
10079,C8roLBPbkU,10,,1,5,4,0,,,1,59.54196310386875
10080,9uOHwStFNH,10,,1,6,3,0,,,1,59.54196310386875
10081,982dQi4BBR,10,,4,4,2,0,,,1,59.54196310386875
10082,IPt9o39NOA,10,,3,5,2,0,,,1,59.54196310386875
10083,1uRRfJqcdL,10,,1,4,5,0,,,1,59.54196310386875
10084,aXvGq32x4I,10,,3,3,4,0,,,1,59.54196310386875
10085,0VlKuBuiCx,10,,1,4,5,0,,,1,59.54196310386875
10086,bszp8HZlHy,10,,1,3,6,0,,,1,59.54196310386875
10087,YI3MT5OYeW,10,,2,7,1,0,,,1,59.54196310386875
10088,Fx1Aa2vRbp,10,,2,3,5,0,,,1,59.54196310386875
10089,jHdtUTg7o3,10,,2,3,5,0,,,1,59.54196310386875
10090,vP3h6gsvb9,10,,3,1,6,0,,,1,59.54196310386875
10091,nDIEBq6S58,10,,3,5,2,0,,,1,59.54196310386875
10092,1zmzceg16Q,10,,3,1,6,0,,,1,59.54196310386875
10093,dBBnQkoq7V,10,,1,4,5,0,,,1,59.54196310386875
10094,W1XqVPrSPe,10,,1,6,3,0,,,1,59.54196310386875
10095,3EawD84zuM,10,,3,3,4,0,,,1,59.54196310386875
10096,5wGcHfaRUS,10,,1,5,4,0,,,1,59.54196310386875
10097,A2EymIccxR,10,,1,4,5,0,,,1,59.54196310386875
10098,ZukrRtD00P,10,,2,4,4,0,,,1,59.54196310386875
10099,aEuBdHA54X,10,,2,5,3,0,,,1,59.54196310386875
10100,qPHsluaA4w,10,,1,3,6,0,,,1,59.54196310386875
10101,nD9kngFiF4,10,,2,3,5,0,,,1,59.54196310386875
10102,IFziJh2Q8Y,10,,2,5,3,0,,,1,59.54196310386875
10103,EyW0wWrOCV,10,,1,6,3,0,,,1,59.54196310386875
10104,sE3fZG4Col,10,,2,4,4,0,,,1,59.54196310386875
10105,WfOfZBOJF1,10,,1,7,2,0,,,1,59.54196310386875
10106,rMYRKhBYnS,10,,0,7,3,0,,,1,57.004397181410916
10107,JZDVC20XHO,10,,2,8,0,0,,,1,51.69925001442312
10108,4AtBt9zdca,10,,2,2,6,0,,,1,59.54196310386875
10109,E6hvk4Qsba,10,,2,2,6,0,,,1,59.54196310386875
10110,7Ri8tGTZTG,10,,2,6,2,0,,,1,59.54196310386875
10111,UoIYlAkupN,10,,0,5,5,0,,,1,57.004397181410916
10112,oaK4UGprBh,10,,1,4,5,0,,,1,59.54196310386875
10113,MRKfaZP53O,10,,2,6,2,0,,,1,59.54196310386875
10114,jCEvi4RUOz,10,,1,5,4,0,,,1,59.54196310386875
10115,jgdSMuWZCA,10,,0,6,4,0,,,1,57.004397181410916
10116,pGcoehYkkA,10,,0,3,7,0,,,1,57.004397181410916
10117,nTkiupO8P5,10,,2,3,5,0,,,1,59.54196310386875
10118,4nxe6DiprG,10,,2,2,6,0,,,1,59.54196310386875
10119,lnr0uDrOZd,10,,1,3,6,0,,,1,59.54196310386875
10120,xh5DMxASSU,10,,1,6,3,0,,,1,59.54196310386875
10121,iEE2RcN3aA,10,,2,5,3,0,,,1,59.54196310386875
10122,ziYgD2o1M6,10,,3,3,4,0,,,1,59.54196310386875
10123,3parAxlkUw,10,,1,2,7,0,,,1,59.54196310386875
10124,gdDej0K0TY,10,,2,4,4,0,,,1,59.54196310386875
10125,KjhuXfdIgj,10,,0,3,7,0,,,1,57.004397181410916
10126,aINq9du2O1,10,,3,3,4,0,,,1,59.54196310386875
10127,djj27gQZuI,10,,2,3,5,0,,,1,59.54196310386875
10128,bYT1xMGjq9,10,,2,4,4,0,,,1,59.54196310386875
10129,5bPv5LX4qO,10,,3,4,3,0,,,1,59.54196310386875
10130,ObWt5wFhqU,10,,1,4,5,0,,,1,59.54196310386875
10131,kwDcocUJ6r,10,,1,3,6,0,,,1,59.54196310386875
10132,rbN9dAb8sI,10,,2,3,5,0,,,1,59.54196310386875
10133,IbwwMb05eu,10,,2,2,6,0,,,1,59.54196310386875
10134,KNyd1A5MnE,10,,2,5,3,0,,,1,59.54196310386875
10135,UHdUSGU3wu,10,,1,6,3,0,,,1,59.54196310386875
10136,CIMiZj8RoF,10,,1,6,3,0,,,1,59.54196310386875
10137,AB7IHhSvIj,10,,1,6,3,0,,,1,59.54196310386875
10138,nKuxpVxxPm,10,,0,3,7,0,,,1,57.004397181410916
10139,0i8BJnH4NJ,10,,3,5,2,0,,,1,59.54196310386875
10140,TptVblOUWr,10,,0,5,5,0,,,1,57.004397181410916
10141,dAkO5zZ8jE,10,,2,4,4,0,,,1,59.54196310386875
10142,5w3037bq3F,10,,6,1,3,0,,,1,59.54196310386875
10143,Dpcy77CVOc,10,,2,4,4,0,,,1,59.54196310386875
10144,dQXy7j2oa6,10,,3,2,5,0,,,1,59.54196310386875
10145,UzOf12Ffrz,10,,2,3,5,0,,,1,59.54196310386875
10146,mMWY1FIx4k,10,,2,5,3,0,,,1,59.54196310386875
10147,4MQUtVHURc,10,,1,7,2,0,,,1,59.54196310386875
10148,yodU1QuX7m,10,,2,3,5,0,,,1,59.54196310386875
10149,lvO9xbn2fA,10,,2,2,6,0,,,1,59.54196310386875
10150,vHFzhXLJFG,10,,0,7,3,0,,,1,57.004397181410916
10151,e1UmG0dyPA,10,,2,4,4,0,,,1,59.54196310386875
10152,K0wvI7Wi7w,10,,3,3,4,0,,,1,59.54196310386875
10153,hrukNVB8et,10,,1,3,6,0,,,1,59.54196310386875
10154,cAfSXfjQIR,10,,0,6,4,0,,,1,57.004397181410916
10155,TqP5GgXIMK,10,,1,7,2,0,,,1,59.54196310386875
10156,lANiAsvmrb,10,,0,3,7,0,,,1,57.004397181410916
10157,U8Pwkj1na6,10,,3,2,5,0,,,1,59.54196310386875
10158,QhScQQzj3n,10,,1,4,5,0,,,1,59.54196310386875
10159,f5xpNWghFm,10,,1,3,6,0,,,1,59.54196310386875
10160,vax4R6eqV9,10,,3,2,5,0,,,1,59.54196310386875
10161,dA58lZM8hv,10,,3,3,4,0,,,1,59.54196310386875
10162,VMeUCzzaif,10,,0,4,6,0,,,1,57.004397181410916
10163,B8XPjNKZB3,10,,2,7,1,0,,,1,59.54196310386875
10164,OZRqu3ge15,10,,3,3,4,0,,,1,59.54196310386875
10165,Xki6vsHoFC,10,,1,4,5,0,,,1,59.54196310386875
10166,q70hAygARa,10,,2,3,5,0,,,1,59.54196310386875
10167,0OoFVHmjS2,10,,2,5,3,0,,,1,59.54196310386875
10168,mak0hHbhTj,10,,1,2,7,0,,,1,59.54196310386875
10169,mgFqhZvk4v,10,,1,2,7,0,,,1,59.54196310386875
10170,YZjqVx3jE5,10,,2,4,4,0,,,1,59.54196310386875
10171,pVq7pXdv9C,10,,2,3,5,0,,,1,59.54196310386875
10172,UB5T9GtoWD,10,,2,6,2,0,,,1,59.54196310386875
10173,WOuUqzCNl5,10,,1,5,4,0,,,1,59.54196310386875
10174,ZeOSZJFT2W,10,,1,8,1,0,,,1,59.54196310386875
10175,getEQJh6ji,10,,1,3,6,0,,,1,59.54196310386875
10176,IGlG1Uznta,10,,1,4,5,0,,,1,59.54196310386875
10177,sYtl7GCpZT,10,,1,5,4,0,,,1,59.54196310386875
10178,bjvj62C1I7,10,,4,2,4,0,,,1,59.54196310386875
10179,C7p3KKJQGG,10,,2,7,1,0,,,1,59.54196310386875
10180,2xNt5w2Oyc,10,,3,2,5,0,,,1,59.54196310386875
10181,wZBTcTOaqJ,10,,0,6,4,0,,,1,57.004397181410916
10182,HJpiv0W81v,10,,3,3,4,0,,,1,59.54196310386875
10183,zTBdY6EmHV,10,,1,6,3,0,,,1,59.54196310386875
10184,2Rvm9u6hd7,10,,4,1,5,0,,,1,59.54196310386875
10185,ClgtZoierx,10,,0,2,8,0,,,1,57.004397181410916
10186,oD3foUHMxY,10,,1,5,4,0,,,1,59.54196310386875
10187,8SN13w0DfU,10,,4,4,2,0,,,1,59.54196310386875
10188,im9wOz3UDs,10,,2,3,5,0,,,1,59.54196310386875
10189,CewLShxHzO,10,,0,5,5,0,,,1,57.004397181410916
10190,uQqKOUdPw3,10,,1,5,4,0,,,1,59.54196310386875
10191,Nc7OwKk29R,10,,3,4,3,0,,,1,59.54196310386875
10192,ElI2Q1pobl,10,,2,3,5,0,,,1,59.54196310386875
10193,9HCrjJCqPb,10,,1,5,4,0,,,1,59.54196310386875
10194,u7W0lZ7Pv6,10,,4,3,3,0,,,1,59.54196310386875
10195,4EG5z5eOVG,10,,3,5,2,0,,,1,59.54196310386875
10196,rIi3ht9OaQ,10,,2,3,5,0,,,1,59.54196310386875
10197,Br1CScZndm,10,,1,4,5,0,,,1,59.54196310386875
10198,xgpFOjcn2Z,10,,1,3,6,0,,,1,59.54196310386875
10199,treXtV3vCE,10,,1,4,5,0,,,1,59.54196310386875
10200,AGDWT07nLo,10,,2,6,2,0,,,1,59.54196310386875
10201,bvswzSZXBq,10,,0,4,6,0,,,1,57.004397181410916
10202,t8ldnCweDf,10,,1,2,7,0,,,1,59.54196310386875
10203,rI36B2b5bY,10,,4,3,3,0,,,1,59.54196310386875
10204,so3xuNK9bg,10,,2,2,6,0,,,1,59.54196310386875
10205,N2LeGuiPp0,10,,2,4,4,0,,,1,59.54196310386875
10206,WMAJkvZuLu,10,,0,6,4,0,,,1,57.004397181410916
10207,duXFlkx0Ml,10,,1,3,6,0,,,1,59.54196310386875
10208,5MgZxMkYxU,10,,1,5,4,0,,,1,59.54196310386875
10209,QLlozeDNZP,10,,0,6,4,0,,,1,57.004397181410916
10210,S2th2MNGG1,10,,3,5,2,0,,,1,59.54196310386875
10211,QRqxWqKYoy,10,,0,5,5,0,,,1,57.004397181410916
10212,VmfEkhaegt,10,,0,2,8,0,,,1,57.004397181410916
10213,wAFkJYtu0t,10,,1,4,5,0,,,1,59.54196310386875
10214,J49t7gZsGo,10,,3,3,4,0,,,1,59.54196310386875
10215,F9j9z5sWMm,10,,3,3,4,0,,,1,59.54196310386875
10216,Wcv8rHaKyr,10,,1,3,6,0,,,1,59.54196310386875
10217,rC32D6gacG,10,,3,3,4,0,,,1,59.54196310386875
10218,ctaamIb0pk,10,,1,1,8,0,,,1,59.54196310386875
10219,5Y7bsvKaLR,10,,2,4,4,0,,,1,59.54196310386875
10220,mszpqTWEFl,10,,0,4,6,0,,,1,57.004397181410916
10221,XjmPTqfD4K,10,,1,5,4,0,,,1,59.54196310386875
10222,pxs3q75ldr,10,,3,0,7,0,,,0,51.69925001442312
10223,X6tjR7hGZ1,10,,3,4,3,0,,,1,59.54196310386875
10224,bJctWPof49,10,,2,3,5,0,,,1,59.54196310386875
10225,1mi0BD6GEI,10,,3,5,2,0,,,1,59.54196310386875
10226,zQTIbXJwvG,10,,0,6,4,0,,,1,57.004397181410916
10227,WQyoMOrmx8,10,,1,4,5,0,,,1,59.54196310386875
10228,ZiBCOsx9ii,10,,1,4,5,0,,,1,59.54196310386875
10229,655U71CZro,10,,5,3,2,0,,,1,59.54196310386875
10230,b55o3yBJp9,10,,4,2,4,0,,,1,59.54196310386875
10231,qMaZUTUZxI,10,,0,7,3,0,,,1,57.004397181410916
10232,w0RhFS3Wf8,10,,3,4,3,0,,,1,59.54196310386875
10233,9kWLmo3ylB,10,,2,3,5,0,,,1,59.54196310386875
10234,IHEtooJjO0,10,,1,5,4,0,,,1,59.54196310386875
10235,rZ0oNezWYK,10,,1,5,4,0,,,1,59.54196310386875
10236,9DYKW6DOl5,10,,3,6,1,0,,,1,59.54196310386875
10237,cjer1FOqsD,10,,1,3,6,0,,,1,59.54196310386875
10238,76aOFKSjdT,10,,2,5,3,0,,,1,59.54196310386875
10239,oy7WrBZuCu,10,,1,4,5,0,,,1,59.54196310386875
10240,fA9cl4bz28,10,,4,1,5,0,,,1,59.54196310386875
10241,F0nCz19ZDX,10,,3,5,2,0,,,1,59.54196310386875
10242,YNRn1cSFni,10,,1,5,4,0,,,1,59.54196310386875
10243,Arca7gVNfJ,10,,1,4,5,0,,,1,59.54196310386875
10244,EbrJXbX26A,10,,2,5,3,0,,,1,59.54196310386875
10245,3A28jOLSzs,10,,3,4,3,0,,,1,59.54196310386875
10246,JmHeOaZYpa,10,,0,5,5,0,,,1,57.004397181410916
10247,OtMdtnyKpe,10,,0,3,7,0,,,1,57.004397181410916
10248,hxFhLBO13t,10,,2,4,4,0,,,1,59.54196310386875
10249,uAt7md0sWC,10,,2,3,5,0,,,1,59.54196310386875
10250,CpyL0UTsct,10,,1,4,5,0,,,1,59.54196310386875
10251,CsEFjRdQLE,10,,0,7,3,0,,,1,57.004397181410916
10252,RskRf5CmZ0,10,,2,4,4,0,,,1,59.54196310386875
10253,NpCFsgZYA8,10,,1,6,3,0,,,1,59.54196310386875
10254,DXSCAVHOOq,10,,0,9,1,0,,,1,57.004397181410916
10255,tS2nRfpj3O,10,,2,3,5,0,,,1,59.54196310386875
10256,xxTmi1YXI9,10,,2,4,4,0,,,1,59.54196310386875
10257,1EKUfv1VVj,10,,2,5,3,0,,,1,59.54196310386875
10258,JEVKQKUC2Q,10,,1,9,0,0,,,1,51.69925001442312
10259,6wyxzstVKH,10,,1,3,6,0,,,1,59.54196310386875
10260,Oj5RuEJNzs,10,,1,5,4,0,,,1,59.54196310386875
10261,9nxwbdtSHB,10,,1,3,6,0,,,1,59.54196310386875
10262,uSHkaJ2zMA,10,,1,5,4,0,,,1,59.54196310386875
10263,hPL0LpA2Qg,10,,2,5,3,0,,,1,59.54196310386875
10264,XNvtIQEQqJ,10,,0,7,3,0,,,1,57.004397181410916
10265,NdBIyThd97,10,,2,4,4,0,,,1,59.54196310386875
10266,pZUqoDuUuj,10,,0,4,6,0,,,1,57.004397181410916
10267,TNdfSLd2rR,10,,1,5,4,0,,,1,59.54196310386875
10268,UKAgaOBi5G,10,,1,6,3,0,,,1,59.54196310386875
10269,NRccNi7q3i,10,,2,3,5,0,,,1,59.54196310386875
10270,WI1EgemWhY,10,,1,5,4,0,,,1,59.54196310386875
10271,n56sng0vIZ,10,,3,2,5,0,,,1,59.54196310386875
10272,5a3HcrE5kd,10,,3,2,5,0,,,1,59.54196310386875
10273,Eif76Mx1BN,10,,3,4,3,0,,,1,59.54196310386875
10274,VWhjzMZfMV,10,,0,6,4,0,,,1,57.004397181410916
10275,OYBsM2Mt52,10,,3,5,2,0,,,1,59.54196310386875
10276,R8y4PEA9pl,10,,3,4,3,0,,,1,59.54196310386875
10277,U974EOvXSt,10,,3,5,2,0,,,1,59.54196310386875
10278,UZHlyUuPJt,10,,0,6,4,0,,,1,57.004397181410916
10279,kBYgrs82aq,10,,2,2,6,0,,,1,59.54196310386875
10280,5LuXkbNvN3,10,,2,4,4,0,,,1,59.54196310386875
10281,qHbvdbDnLQ,10,,0,4,6,0,,,1,57.004397181410916
10282,tBiV4dMo6t,10,,2,3,5,0,,,1,59.54196310386875
10283,ttnAiuti1e,10,,1,1,8,0,,,1,59.54196310386875
10284,tfOBlh96s6,10,,3,2,5,0,,,1,59.54196310386875
10285,pkgABHlDsB,10,,0,5,5,0,,,1,57.004397181410916
10286,EOubcKhDzb,10,,0,4,6,0,,,1,57.004397181410916
10287,HnSfuLS9zH,10,,1,5,4,0,,,1,59.54196310386875
10288,DbE2ws62z0,10,,4,2,4,0,,,1,59.54196310386875
10289,HyFUfzakrX,10,,0,4,6,0,,,1,57.004397181410916
10290,SMqNMgHuGz,10,,0,6,4,0,,,1,57.004397181410916
10291,cbx98ZnALi,10,,2,3,5,0,,,1,59.54196310386875
10292,n82CSXxwJM,10,,2,5,3,0,,,1,59.54196310386875
10293,dPuoTn9Svm,10,,1,3,6,0,,,1,59.54196310386875
10294,8jyVepm2ZR,10,,2,3,5,0,,,1,59.54196310386875
10295,OPBcTrdhyT,10,,0,5,5,0,,,1,57.004397181410916
10296,MXNCsmtGad,10,,0,5,5,0,,,1,57.004397181410916
10297,sF0Zve3acu,10,,2,2,6,0,,,1,59.54196310386875
10298,Z8ZEvmpANU,10,,1,6,3,0,,,1,59.54196310386875
10299,tsJaGQIldb,10,,0,4,6,0,,,1,57.004397181410916
10300,75NswYd4Bg,10,,3,3,4,0,,,1,59.54196310386875
10301,wMj3aLs9CC,10,,2,4,4,0,,,1,59.54196310386875
10302,WsQgBmZBdS,10,,0,6,4,0,,,1,57.004397181410916
10303,jtsqidXcpR,10,,0,2,8,0,,,1,57.004397181410916
10304,eL6o8BKbzN,10,,2,4,4,0,,,1,59.54196310386875
10305,oDhHt6TUOU,10,,1,6,3,0,,,1,59.54196310386875
10306,U3qPHL8Odp,10,,2,5,3,0,,,1,59.54196310386875
10307,7jaThVivd0,10,,2,2,6,0,,,1,59.54196310386875
10308,3x4ZdSH1o0,10,,4,3,3,0,,,1,59.54196310386875
10309,qyKgpJaEh5,10,,1,3,6,0,,,1,59.54196310386875
10310,jeXTAtt7jM,10,,1,4,5,0,,,1,59.54196310386875
10311,oQDIz6xRTR,10,,1,6,3,0,,,1,59.54196310386875
10312,BKjNGAghQM,10,,0,7,3,0,,,1,57.004397181410916
10313,sD9lAurhlv,10,,1,2,7,0,,,1,59.54196310386875
10314,YQEPTwVwme,10,,0,6,4,0,,,1,57.004397181410916
10315,7d0K2hkP7f,10,,4,2,4,0,,,1,59.54196310386875
10316,EDXPVOhecA,10,,0,7,3,0,,,1,57.004397181410916
10317,dLs8rvb8A9,10,,3,2,5,0,,,1,59.54196310386875
10318,PVSxEJ4UvB,10,,1,7,2,0,,,1,59.54196310386875
10319,QLdvt7GxSP,10,,1,5,4,0,,,1,59.54196310386875
10320,BTpPF4TUuQ,10,,1,7,2,0,,,1,59.54196310386875
10321,Jm9mMjg08R,10,,3,3,4,0,,,1,59.54196310386875
10322,97y2PRtGZQ,10,,3,5,2,0,,,1,59.54196310386875
10323,eHXzu4zJoy,10,,1,3,6,0,,,1,59.54196310386875
10324,oxCONbmVTg,10,,0,5,5,0,,,1,57.004397181410916
10325,HJGD5NtNMM,10,,1,8,1,0,,,1,59.54196310386875
10326,T3VHtz6x8U,10,,3,4,3,0,,,1,59.54196310386875
10327,rcC8tSNmfp,10,,1,3,6,0,,,1,59.54196310386875
10328,z2S8mlU4Zu,10,,3,3,4,0,,,1,59.54196310386875
10329,Hkd43qjCoi,10,,2,2,6,0,,,1,59.54196310386875
10330,rM6d2GKABN,10,,2,6,2,0,,,1,59.54196310386875
10331,HjW0luRTqI,10,,1,5,4,0,,,1,59.54196310386875
10332,CY77BljadC,10,,2,4,4,0,,,1,59.54196310386875
10333,pFFzlutkAH,10,,0,4,6,0,,,1,57.004397181410916
10334,zL03VGoJ04,10,,4,4,2,0,,,1,59.54196310386875
10335,hXfiYyCtt1,10,,1,3,6,0,,,1,59.54196310386875
10336,8HNquGjobI,10,,1,4,5,0,,,1,59.54196310386875
10337,8LXvOkiZ7o,10,,2,4,4,0,,,1,59.54196310386875
10338,4LwlpnlRRB,10,,1,4,5,0,,,1,59.54196310386875
10339,GzPG7x0TQK,10,,2,6,2,0,,,1,59.54196310386875
10340,bMNUuEUfNf,10,,0,6,4,0,,,1,57.004397181410916
10341,zSnjI8yvfn,10,,1,2,7,0,,,1,59.54196310386875
10342,FYPuLuKLGh,10,,0,7,3,0,,,1,57.004397181410916
10343,MKHKOmQYHD,10,,0,9,1,0,,,1,57.004397181410916
10344,VuDNyA5Q2K,10,,2,6,2,0,,,1,59.54196310386875
10345,Kncb5llToT,10,,1,3,6,0,,,1,59.54196310386875
10346,hTWKdB4UVb,10,,1,6,3,0,,,1,59.54196310386875
10347,asnQruIfMB,10,,0,4,6,0,,,1,57.004397181410916
10348,955wyJEvVQ,10,,3,4,3,0,,,1,59.54196310386875
10349,EKeacvfKb7,10,,1,3,6,0,,,1,59.54196310386875
10350,xQ79fyWfaW,10,,2,3,5,0,,,1,59.54196310386875
10351,8gljQSaTKo,10,,1,4,5,0,,,1,59.54196310386875
10352,iQCrHdhyaw,10,,0,3,7,0,,,1,57.004397181410916
10353,BMy5BZlxv8,10,,2,4,4,0,,,1,59.54196310386875
10354,RrDe0dz6U6,10,,3,3,4,0,,,1,59.54196310386875
10355,y4Qr9TkrvT,10,,2,3,5,0,,,1,59.54196310386875
10356,17sd9WcqXZ,10,,3,3,4,0,,,1,59.54196310386875
10357,XmykiusFrf,10,,0,2,8,0,,,1,57.004397181410916
10358,lSqDU6G0pe,10,,2,4,4,0,,,1,59.54196310386875
10359,Wzr9lJFYts,10,,1,4,5,0,,,1,59.54196310386875
10360,6sexCUDAwU,10,,1,5,4,0,,,1,59.54196310386875
10361,PL3zIEJ9O7,10,,3,6,1,0,,,1,59.54196310386875
10362,0X1dEGRL7x,10,,3,5,2,0,,,1,59.54196310386875
10363,M0USu8B8RV,10,,3,6,1,0,,,1,59.54196310386875
10364,3yHakmIQn5,10,,2,3,5,0,,,1,59.54196310386875
10365,7ekRxwumVR,10,,1,3,6,0,,,1,59.54196310386875
10366,zf7pdsm5vl,10,,2,0,8,0,,,0,51.69925001442312
10367,2AaSAzXMgm,10,,1,5,4,0,,,1,59.54196310386875
10368,0kpOR5U3VX,10,,3,5,2,0,,,1,59.54196310386875
10369,dTxngjpTU8,10,,1,3,6,0,,,1,59.54196310386875
10370,j8h8hB0OwW,10,,3,3,4,0,,,1,59.54196310386875
10371,7wmrXN0mU4,10,,3,3,4,0,,,1,59.54196310386875
10372,GCavCztzCl,10,,0,4,6,0,,,1,57.004397181410916
10373,FqNyX7EiYm,10,,1,5,4,0,,,1,59.54196310386875
10374,RCopuPwM7x,10,,1,4,5,0,,,1,59.54196310386875
10375,b8zrtmOHxj,10,,1,2,7,0,,,1,59.54196310386875
10376,DyV5icD8RY,10,,2,5,3,0,,,1,59.54196310386875
10377,dQ7Jdoj8bL,10,,2,3,5,0,,,1,59.54196310386875
10378,7CrFk7Kfpv,10,,2,3,5,0,,,1,59.54196310386875
